"" "log2FoldChange" "padj" "log2FoldChange" "padj" "padj" Amb&Conserved
"ENSMUSG00000024588" -0.270730833166416 0.000155372320083789 -0.335517497704344 2.76782366137252e-06 0.271982261691823 CIS_ONLY
"ENSMUSG00000024639" 0.407190217797856 0.000130946337363363 0.34955421863735 0.0136603888704047 0.752425376291515 CIS_ONLY
"ENSMUSG00000024665" -0.506468301876411 0.00352172661313098 -0.412551170315395 2.08533240278669e-07 0.861875405780057 CIS_ONLY
"ENSMUSG00000024887" -0.466418661410969 0.000366181827012921 -0.379615613600654 0.034465305193588 0.945054872668804 CIS_ONLY
"ENSMUSG00000024953" -0.428246107318324 0.00946646295039049 -0.241339893957802 1.08044037614488e-06 0.283967788551024 CIS_ONLY
"ENSMUSG00000024981" -0.415318280011594 0.0265945974567104 -0.201875224610199 0.0140535458294772 0.0947815135621435 CIS_ONLY
"ENSMUSG00000025017" 3.13340810675177 2.86342813667489e-81 2.76007701728869 3.7797922683529e-23 0.361116630333543 CIS_ONLY
"ENSMUSG00000025085" -0.564499315363983 3.67668366382036e-07 -0.334772069616948 0.000930918210555118 0.507440991878643 CIS_ONLY
"ENSMUSG00000025089" -0.479928011885468 0.000124002630391234 -0.379730777885855 3.25651344261384e-05 0.914187068408418 CIS_ONLY
"ENSMUSG00000025092" 1.09873159096547 5.94934652874555e-10 1.60335105255819 0.000157296463106537 0.851837281847164 CIS_ONLY
"ENSMUSG00000025169" 0.487414091706996 6.55876367716628e-05 0.506420441468815 0.0140887568073938 0.958125304618742 CIS_ONLY
"ENSMUSG00000025348" 1.06756753541748 1.16398470930553e-08 1.10168570419049 0.00277536978985839 0.999664754332255 CIS_ONLY
"ENSMUSG00000025464" 0.968010202686022 4.38367214386431e-11 0.924288474430018 0.00100369137454419 0.927907068251079 CIS_ONLY
"ENSMUSG00000025571" 0.496197244312669 7.22624694510395e-07 0.978631131630754 0.0118665590043161 0.426590717875468 CIS_ONLY
"ENSMUSG00000025572" -0.86850885466682 5.72159419224907e-07 -0.832569673142787 0.0291611427960285 1 CIS_ONLY
"ENSMUSG00000025743" 0.529100487968305 0.000286708617290307 0.496120409947227 1.18884327464169e-08 0.745241086028082 CIS_ONLY
"ENSMUSG00000025780" 0.823052358129691 0.000532392892788652 1.26288809793508 1.58862703232869e-05 0.853523965515927 CIS_ONLY
"ENSMUSG00000025809" -0.327104261479895 0.00240863214111284 -0.427427548148456 4.52898695747474e-06 0.198984151747945 CIS_ONLY
"ENSMUSG00000026043" 0.409661768354796 0.00259881207391786 0.486068640304093 0.0396946249666266 0.994655714962207 CIS_ONLY
"ENSMUSG00000026102" -0.342616510435854 0.00608478681561832 -0.637451350035732 0.0219966242044086 0.46137738496843 CIS_ONLY
"ENSMUSG00000026193" 0.4174894764134 0.000136444681742151 0.430010492347845 5.24389547150131e-36 0.0640156054061232 CIS_ONLY
"ENSMUSG00000026260" -0.440696053639369 1.3305050305952e-08 -0.43814650578435 2.57856879116881e-08 0.826284929515903 CIS_ONLY
"ENSMUSG00000026315" -1.00325746247691 2.65568682547023e-08 -1.2299935879118 0.00565160517491729 0.886596031240407 CIS_ONLY
"ENSMUSG00000026355" 1.93071825083142 4.54042930122912e-05 1.56968143365009 0.000713932607931476 0.693042656289387 CIS_ONLY
"ENSMUSG00000026393" 0.450737169357561 0.000542678972370753 0.760692215636646 0.000273487730341741 0.360972427033825 CIS_ONLY
"ENSMUSG00000026639" 0.832776330809937 1.41549306987896e-05 1.15890019653315 0.0145387414788848 0.810739052916544 CIS_ONLY
"ENSMUSG00000026640" 0.596670246602227 0.000355694983022808 0.784495152112381 7.20698242575689e-07 0.618623116371266 CIS_ONLY
"ENSMUSG00000026643" 1.04470680328234 2.09884789768561e-30 0.785708884107609 0.00018104022160886 0.353967617751241 CIS_ONLY
"ENSMUSG00000026860" -0.34476317585646 0.00909352257802427 -1.28385665022733 0.00851115097550662 0.0975775511875375 CIS_ONLY
"ENSMUSG00000026870" -0.367687586294858 0.00268510324079494 -0.698337144322933 0.0410888825576293 0.0655903782412129 CIS_ONLY
"ENSMUSG00000026896" -0.517866479192512 0.000239966624657902 -0.415267798817217 0.0110157781401779 0.95635188590393 CIS_ONLY
"ENSMUSG00000026986" -0.453506867664071 0.0112378958441174 -0.672829271212009 0.00265592902351587 0.525429535511858 CIS_ONLY
"ENSMUSG00000027068" -2.28844790780726 9.1408454096063e-24 -3.2294454866964 2.25241825066228e-12 0.458169746438123 CIS_ONLY
"ENSMUSG00000027071" 0.603937967803651 0.042310329783717 1.77542234454354 0.0284733271349879 0.562527730761405 CIS_ONLY
"ENSMUSG00000027099" 0.233990261486741 0.0386628048659385 0.490184085333484 0.0381274931729036 0.530193526803765 CIS_ONLY
"ENSMUSG00000027175" -2.37116043170448 5.48964128792674e-84 -2.16118776377296 4.12314822326472e-11 0.866261126869633 CIS_ONLY
"ENSMUSG00000027198" -0.321289564347326 0.00316004278445662 -0.44245735960475 0.0419182103411287 0.699095724528479 CIS_ONLY
"ENSMUSG00000027215" 0.520006430479968 2.80382492729665e-08 0.376771268743865 0.00212711615833486 0.25184385786345 CIS_ONLY
"ENSMUSG00000027222" -0.428277906605044 0.00728738997290018 -0.285517201291743 0.0200430456133929 0.786834791015171 CIS_ONLY
"ENSMUSG00000027305" -0.772837643381078 4.98459344950524e-16 -0.923565601640776 2.45763609053089e-05 0.688509243201133 CIS_ONLY
"ENSMUSG00000027332" -0.3705407124488 0.00750067983255282 -0.276278941505905 0.00167389779859858 0.940913227707879 CIS_ONLY
"ENSMUSG00000027459" -1.39928448204533 7.42525379984308e-11 -1.55378932897694 0.000582234618415161 0.922575772880309 CIS_ONLY
"ENSMUSG00000027474" -2.38702064147791 3.93493336556779e-52 -1.90408287996376 2.82030474629924e-09 0.786272707868549 CIS_ONLY
"ENSMUSG00000027479" 0.234136761712828 0.0171703513852248 0.705548208648218 0.000431743261881755 0.109134717829288 CIS_ONLY
"ENSMUSG00000027488" 0.944815695263829 5.88807397632889e-10 1.28121823174811 3.86146475723662e-06 0.690570417382375 CIS_ONLY
"ENSMUSG00000027502" -0.804741628668228 4.90016473532521e-14 -0.481615634439124 6.12506903092974e-14 0.0728693200702562 CIS_ONLY
"ENSMUSG00000027546" 0.534730950354262 0.00135545028036457 0.55700926317845 9.19363207665388e-15 0.885097587878038 CIS_ONLY
"ENSMUSG00000027562" 1.85114207775863 2.0056094028524e-24 1.72685966186523 0.0010555112004931 0.914212483645998 CIS_ONLY
"ENSMUSG00000027634" -0.452283238619615 9.22863389808663e-05 -0.511431064845726 7.97747927437281e-06 0.718062153155781 CIS_ONLY
"ENSMUSG00000027695" -0.946915874811979 1.34329729856678e-14 -0.819633325625651 0.00700172803494847 0.950301408378087 CIS_ONLY
"ENSMUSG00000027698" 0.411984004713231 0.0328962442761192 0.621314743647952 0.00192200283503217 0.525708430484826 CIS_ONLY
"ENSMUSG00000027774" -0.704792679767622 8.86226463738911e-11 -0.587095899679367 5.64022551951198e-36 0.779642513011805 CIS_ONLY
"ENSMUSG00000027887" 4.39184969134179 2.61770412600305e-65 5.64313151298309 9.33756493598302e-10 0.692804818520813 CIS_ONLY
"ENSMUSG00000027984" -0.299527811589354 0.0115268361530638 -0.224541138776531 0.00156997319390492 0.945054872668804 CIS_ONLY
"ENSMUSG00000028099" 0.201303209731041 0.0386494984885869 1.08055600854172 0.0350392352829957 0.122223255890094 CIS_ONLY
"ENSMUSG00000028127" -0.398423452261068 0.000234185940806825 -0.317772373892163 0.000641014157280028 0.874325602687937 CIS_ONLY
"ENSMUSG00000028133" -1.51774740817492 5.09233368157498e-31 -0.976983607161925 2.89558563853081e-06 0.208479777090433 CIS_ONLY
"ENSMUSG00000028403" 0.343508050395264 0.0100200024321131 0.479127483705606 0.00670093040127894 0.966193000182104 CIS_ONLY
"ENSMUSG00000028456" 2.23162877278561 7.8223326385043e-10 3.37800354961422 1.34323578763753e-08 0.234502415265011 CIS_ONLY
"ENSMUSG00000028467" 0.736895464150093 1.91527511160231e-05 0.659333696352628 0.0062249339627886 0.834162940786497 CIS_ONLY
"ENSMUSG00000028469" 0.539193628794358 0.0159463826957255 0.791052007249872 0.00644928112969406 0.574699732203714 CIS_ONLY
"ENSMUSG00000028518" 0.799362811220437 1.89938011662878e-09 0.756858285957465 1.30297379945627e-07 0.56733200944037 CIS_ONLY
"ENSMUSG00000028601" -0.656447981263222 2.00032389916457e-12 -0.648235506528061 1.31406091057532e-08 0.861963485271536 CIS_ONLY
"ENSMUSG00000028710" -0.996517106966476 4.47788675469901e-16 -1.24631202991021 0.000776849439425322 0.823773615211162 CIS_ONLY
"ENSMUSG00000028756" -0.553842791175714 3.28484203481626e-06 -0.376019361251331 7.56969689674434e-13 0.293832183156274 CIS_ONLY
"ENSMUSG00000028797" 1.07184795707315 1.64262532494048e-26 1.3699719621935 6.24527466398278e-16 0.609660557326685 CIS_ONLY
"ENSMUSG00000028874" 0.638578515471215 0.000108522943427422 1.09119379376485 0.0221030283371584 0.650433162152926 CIS_ONLY
"ENSMUSG00000028961" -0.47028161431506 0.0180484322665168 -0.427616723252379 0.000311888200169904 0.99224859511257 CIS_ONLY
"ENSMUSG00000028986" 0.768575323692674 1.67045533774769e-06 1.00163980565358 0.00226845528059915 0.845838514815451 CIS_ONLY
"ENSMUSG00000029047" -1.26632344958195 1.222041544247e-15 -1.32838098162114 2.91937958723322e-05 0.932689685514631 CIS_ONLY
"ENSMUSG00000029119" -0.575700231300495 1.20819546675743e-05 -0.53551139316668 0.00190828025302769 0.984181828333223 CIS_ONLY
"ENSMUSG00000029153" 1.06147246077187 8.82499358219439e-12 1.36451526105664 1.30744956778662e-06 0.633431519670264 CIS_ONLY
"ENSMUSG00000029249" 0.527272350515505 3.5089159098172e-08 1.0227837188069 0.0330435016908274 0.408379307429644 CIS_ONLY
"ENSMUSG00000029314" -1.66799173930089 4.59954165075566e-33 -1.44343457452773 0.000239211088674197 0.84218676897684 CIS_ONLY
"ENSMUSG00000029338" 0.447835416651512 0.00263180727700561 0.494572795034665 9.43717166578477e-05 0.992679342555295 CIS_ONLY
"ENSMUSG00000029366" 1.1696626759069 1.63075637427012e-16 0.92358207399265 0.00707973756863718 0.713441631304999 CIS_ONLY
"ENSMUSG00000029403" -2.09362964430437 1.51973323961101e-58 -2.2657930499745 3.06673114258535e-20 0.80835356385815 CIS_ONLY
"ENSMUSG00000029447" -0.398157508627179 0.0226321202878484 -0.622882281488918 0.00817537770387575 0.121770916521956 CIS_ONLY
"ENSMUSG00000029571" -0.328350595318918 0.00181675139028914 -0.237259586865234 3.90278665929594e-07 0.854917284148883 CIS_ONLY
"ENSMUSG00000029598" -0.479770409143237 0.000315081078136966 -0.387203813317526 0.0024709528436989 0.932754052600111 CIS_ONLY
"ENSMUSG00000029669" -0.407390789787245 0.000265844108560755 -0.278117823806482 8.80400367161598e-06 0.713224645279309 CIS_ONLY
"ENSMUSG00000029710" -0.752239842344137 5.18893417397535e-11 -0.739762125087844 2.27377979153365e-07 0.995750565970796 CIS_ONLY
"ENSMUSG00000029759" 0.560572780652673 5.47496501243095e-13 0.85513453255898 1.74274543311991e-06 0.117061612086237 CIS_ONLY
"ENSMUSG00000029787" 0.506611976973174 0.00257213823225489 0.485293068480758 0.00265592902351587 0.823773615211162 CIS_ONLY
"ENSMUSG00000029821" -0.720048672470285 8.74787739000457e-05 -0.902957809604682 0.000486049223130194 0.768706545836008 CIS_ONLY
"ENSMUSG00000029916" -0.652605227959304 6.13935214686289e-06 -0.709121066283619 0.0432952339091875 0.934212258418025 CIS_ONLY
"ENSMUSG00000030091" 0.252527968879725 0.0248238127778844 0.724169269827072 8.49897806312968e-06 0.0665369168149884 CIS_ONLY
"ENSMUSG00000030094" 0.294580244165952 0.0059245457711396 0.563732276513172 0.00101380882098856 0.504125062477677 CIS_ONLY
"ENSMUSG00000030108" -0.554539019983578 4.7667075476685e-09 -0.407606059275484 2.17373215748546e-07 0.472784532107842 CIS_ONLY
"ENSMUSG00000030172" 0.418140642304782 1.95032313674961e-05 0.384180926619009 0.0207396897996298 0.824064829996574 CIS_ONLY
"ENSMUSG00000030228" -2.82758264468164 6.67013167916514e-85 -3.08976415264482 1.04123876145173e-34 0.487338941437807 CIS_ONLY
"ENSMUSG00000030246" -1.06410105608347 1.57864738000602e-07 -1.78933598722719 3.0506330414002e-06 0.738746105946552 CIS_ONLY
"ENSMUSG00000030278" 1.40307707237319 4.91934643082544e-14 1.49958765685825 0.0022002089063918 0.896713529660687 CIS_ONLY
"ENSMUSG00000030279" 0.547258929354921 0.000465483016345546 1.42901192410319 0.000395884984776087 0.124995562296917 CIS_ONLY
"ENSMUSG00000030306" 0.786216936820421 0.00263180727700561 1.25308608767451 0.00536114994017019 0.727251106500466 CIS_ONLY
"ENSMUSG00000030512" -0.46998440264411 0.00616875114504774 -1.1375464071717 0.00969577473289925 0.165254840435716 CIS_ONLY
"ENSMUSG00000030532" 1.40407646225259 4.817974664689e-27 2.18827986087379 3.99643287436229e-06 0.230084100521256 CIS_ONLY
"ENSMUSG00000030643" 0.746841708118133 1.34976917084461e-05 0.696660625007781 0.0153840857449427 0.861963485271536 CIS_ONLY
"ENSMUSG00000030652" 0.547534193888891 2.59580840230711e-06 0.551902100466368 0.0062249339627886 0.99224859511257 CIS_ONLY
"ENSMUSG00000030671" -0.203971132594424 0.00794301507196025 -0.242557505955989 0.017964446844642 0.629762905554882 CIS_ONLY
"ENSMUSG00000030701" 3.17885060067895 1.70397359549407e-19 3.84110425301258 7.22136414794705e-14 0.5893125786334 CIS_ONLY
"ENSMUSG00000030706" 0.3322203955086 0.0250260233372372 0.374867585176096 0.0255673354106626 0.995966421393778 CIS_ONLY
"ENSMUSG00000030737" -0.66330009050434 2.37073639711583e-14 -0.443796418997313 1.46995956483385e-11 0.0980110765947661 CIS_ONLY
"ENSMUSG00000030972" -0.449335256055944 7.65195616376826e-08 -0.401724469006566 6.5925035628413e-06 1 CIS_ONLY
"ENSMUSG00000031441" 2.26854633250926 3.40748647478101e-68 2.14870017176739 1.40487536752338e-40 0.576166545759561 CIS_ONLY
"ENSMUSG00000031442" 4.11118475060071 4.59261594296817e-48 4.42284080766491 4.29281020841039e-11 1 CIS_ONLY
"ENSMUSG00000031480" 0.784882881609995 4.79731686646701e-06 1.09479983724754 0.00270382484776032 0.912101870589853 CIS_ONLY
"ENSMUSG00000031583" 0.395210719271993 0.000299923116529773 0.551627280982644 0.00663085718228245 0.920039973159826 CIS_ONLY
"ENSMUSG00000031617" 0.689661275452305 0.0071396355402479 1.25357141581385 6.0500675637012e-07 0.388629600786676 CIS_ONLY
"ENSMUSG00000031628" -1.04353212213499 4.31992400883789e-14 -0.634419842991625 0.00474828947257003 0.135289300623007 CIS_ONLY
"ENSMUSG00000031639" -1.56848639574756 1.73815412571532e-22 -1.26990969464514 0.000835378780199567 0.826265440744031 CIS_ONLY
"ENSMUSG00000031827" 1.05735295769994 9.55687351740736e-19 0.883521437514496 0.00021739309584182 0.533572030117038 CIS_ONLY
"ENSMUSG00000031984" 0.364865606232713 0.00372993700476198 0.508506900713091 0.0118181189708968 0.945054872668804 CIS_ONLY
"ENSMUSG00000032041" 0.556844571139453 1.61689513970943e-05 0.76297092772933 8.23671146509106e-12 0.544872735252074 CIS_ONLY
"ENSMUSG00000032216" 0.237101486623052 0.000307672717473603 0.301323008815122 1.01966565239914e-05 0.950301408378087 CIS_ONLY
"ENSMUSG00000032412" -0.298921659227764 0.00141211897742964 -0.645007295683916 0.000850175644803997 0.226721947069617 CIS_ONLY
"ENSMUSG00000032418" -0.655436521565658 0.000221317181560936 -0.548662138492411 9.87311891752412e-12 0.876663526248438 CIS_ONLY
"ENSMUSG00000032498" 0.741591722402501 2.07567472465864e-09 1.20022742822199 0.000328765809695653 0.635557477023987 CIS_ONLY
"ENSMUSG00000032500" -2.73399577568923 3.99049463527179e-56 -2.3055522631358 8.542183360945e-13 0.690570417382375 CIS_ONLY
"ENSMUSG00000032527" -0.397873346252346 4.44133794749441e-06 -0.187305392501444 0.0140440751491979 0.168960259249664 CIS_ONLY
"ENSMUSG00000032548" 1.93048389803005 9.73330776285964e-42 2.31314219168 2.96976975947837e-48 0.148926669724204 CIS_ONLY
"ENSMUSG00000032558" -0.315192194429347 0.0415767231234349 -0.754549856560006 0.00492202827521462 0.34495422169126 CIS_ONLY
"ENSMUSG00000032583" -1.47755387861512 1.16244158097604e-41 -0.859528051821591 0.000369036264651204 0.0821262219788415 CIS_ONLY
"ENSMUSG00000032649" 2.965306985878 7.38131684301765e-20 2.28366061160435 0.000453227560874949 0.568837548075449 CIS_ONLY
"ENSMUSG00000032667" -0.319238302041612 0.0125145897746021 -0.481281029532207 2.35772243860964e-05 0.327647352996729 CIS_ONLY
"ENSMUSG00000032898" 0.377665845073309 0.0332642732983358 0.623394238458602 0.00371766934537756 0.221786153720991 CIS_ONLY
"ENSMUSG00000033083" 0.823773295657408 2.81579256923335e-06 0.70123913387142 0.000891352043593644 0.92335726326786 CIS_ONLY
"ENSMUSG00000033107" -0.894914184961149 3.20352985267478e-06 -0.77938954910855 8.64582936941868e-08 0.861260517013922 CIS_ONLY
"ENSMUSG00000033126" -1.32679888217354 3.86283116633901e-11 -1.32927263656604 0.00953325727090881 1 CIS_ONLY
"ENSMUSG00000033161" 0.266192222267297 0.0284672690498587 0.212801089137037 0.00953009314593189 0.233102009429111 CIS_ONLY
"ENSMUSG00000033222" 1.70149066994108 4.95867721210937e-63 1.27464985414523 1.14267721093919e-09 0.307305901672663 CIS_ONLY
"ENSMUSG00000033308" -0.274899014958253 0.00727401067210579 -0.317477349319774 0.000237053782200071 0.101505375900992 CIS_ONLY
"ENSMUSG00000033318" -0.448731885338848 0.0247017084269976 -0.752652421264519 0.0191113983808893 0.303064859132175 CIS_ONLY
"ENSMUSG00000033526" 0.692715792667325 4.77921054091691e-05 1.51659637530557 0.000371879000163894 0.310761512687932 CIS_ONLY
"ENSMUSG00000033943" 0.367602614202381 0.0130955536171161 0.305015701643509 0.0134465111660249 0.69525367777662 CIS_ONLY
"ENSMUSG00000034024" 0.289604563411092 0.0334372408967355 0.368123765417636 0.000954100155977619 1 CIS_ONLY
"ENSMUSG00000034190" 0.659248551404464 1.10450219719792e-06 0.821344832607894 2.00019388253788e-05 0.858504299553174 CIS_ONLY
"ENSMUSG00000034345" -0.334774888936796 0.0146110758206439 -0.347817095973697 0.0498951697070954 0.940863079496271 CIS_ONLY
"ENSMUSG00000034485" 0.49534061123534 0.00184497451486322 0.551344781871082 0.00404786463685615 1 CIS_ONLY
"ENSMUSG00000034707" 0.343573811220327 0.000192930400150104 0.241996473687938 0.000191215777209561 0.0676888001151335 CIS_ONLY
"ENSMUSG00000034709" 0.32468308092658 0.000403014572172749 0.397721539807217 0.0481663405914716 1 CIS_ONLY
"ENSMUSG00000034738" -0.443402262164421 0.00273780824205456 -0.817297872843935 0.000260001499531341 0.162093962698203 CIS_ONLY
"ENSMUSG00000034853" 2.6474522891258 7.52765994689197e-24 2.21963350950588 0.0111752900455221 1 CIS_ONLY
"ENSMUSG00000034903" 0.250787935245558 0.0190319074774658 0.215425164861341 0.0431275417815424 0.677355174361701 CIS_ONLY
"ENSMUSG00000035105" -1.59108196518442 1.39240423573019e-14 -2.33823448897258 4.49312909733829e-17 0.0795047693563027 CIS_ONLY
"ENSMUSG00000035357" -1.38058236376975 1.12426977876381e-09 -1.29041345604178 0.0233838363832416 1 CIS_ONLY
"ENSMUSG00000035601" -0.559049168441264 0.000869346535117327 -0.769102463492142 0.0157955646308402 0.808452625053692 CIS_ONLY
"ENSMUSG00000035722" 0.919649542562224 2.02059346294497e-11 1.96009492328586 0.000608631897843293 0.228707220631501 CIS_ONLY
"ENSMUSG00000035878" 0.529504362483941 0.000584648799265076 0.847268720623069 4.81554646606004e-10 0.102547932846573 CIS_ONLY
"ENSMUSG00000035948" -1.04034085936985 1.60886644831476e-09 -1.2410805089918 9.62994224196597e-29 0.263166959402501 CIS_ONLY
"ENSMUSG00000036046" 0.557121511325936 8.98548417380182e-06 0.887317005983591 0.00107672925871961 0.583791687996941 CIS_ONLY
"ENSMUSG00000036368" -1.17743856271202 5.36529362869987e-20 -1.70521399371232 2.99014350286793e-08 0.0534211803772089 CIS_ONLY
"ENSMUSG00000036398" -0.303577298974198 0.00640607253233712 -0.508699970527874 0.000371513605131578 0.374030845412319 CIS_ONLY
"ENSMUSG00000036611" -0.416147697568076 0.00892040274161588 -0.458351516079351 0.0430329398749998 0.917338364897026 CIS_ONLY
"ENSMUSG00000036833" -0.736558545625887 1.52201531089905e-07 -0.527993232621423 1.89910495885466e-11 0.302790682105338 CIS_ONLY
"ENSMUSG00000036875" 0.933087437685978 1.5930350112493e-10 1.33506294497798 6.47420942578516e-07 0.566514069223693 CIS_ONLY
"ENSMUSG00000036880" -0.249193376700194 0.0387238567240918 -0.254114797781455 1.10628219092314e-09 0.264562206872203 CIS_ONLY
"ENSMUSG00000037111" 0.644200974907998 1.99702672565425e-05 0.786973810043394 0.0154600425862819 0.912897421068325 CIS_ONLY
"ENSMUSG00000037112" 0.424682623719099 0.0274639642413288 0.632514231557802 0.0388708751796812 0.947817355628542 CIS_ONLY
"ENSMUSG00000037172" -0.630845912402561 2.27145320485455e-06 -0.823999891456433 0.00148724631817347 0.508520297191249 CIS_ONLY
"ENSMUSG00000037251" -0.91887390175317 1.47747933947743e-15 -0.611550349224613 0.0174329469801111 0.720021983356097 CIS_ONLY
"ENSMUSG00000037344" -1.01830646269817 1.92982879563005e-08 -1.32442864364411 4.93993887550368e-13 0.322177661187842 CIS_ONLY
"ENSMUSG00000037353" -0.309652748856879 0.00424205444577783 -0.394367834035626 2.79968593457223e-05 0.651505625624588 CIS_ONLY
"ENSMUSG00000037443" 0.584500230318648 7.47746302120371e-08 0.769201760323886 0.00265592902351587 0.836691191235453 CIS_ONLY
"ENSMUSG00000037685" -0.953659368942967 1.8594315659634e-08 -0.989703417608803 0.00371766934537756 0.997478853533688 CIS_ONLY
"ENSMUSG00000037847" -1.16539722063216 5.54353596500442e-16 -1.36749976005686 1.65470185090691e-09 0.681433188411529 CIS_ONLY
"ENSMUSG00000037949" -1.06139867121014 6.32713563314212e-19 -1.27302651994653 8.33891497104501e-10 0.79847837025117 CIS_ONLY
"ENSMUSG00000038068" -0.403743466450574 0.0052179257039695 -0.820277034857029 0.00728854072441382 0.117061612086237 CIS_ONLY
"ENSMUSG00000038143" 0.749028959990661 0.00616285461462036 1.83729957425438 0.0106747913880747 0.469667798556033 CIS_ONLY
"ENSMUSG00000038172" -0.503368741340305 0.000883848107413212 -0.68053085877342 0.000164279200534709 0.30801925246793 CIS_ONLY
"ENSMUSG00000038213" -0.899279949363046 1.33963630245471e-12 -0.549943994538467 0.000116239994103006 0.477425376063175 CIS_ONLY
"ENSMUSG00000038534" -0.920291107167053 0.000189207470015967 -1.41741043278503 0.000140938909905581 0.593132225729418 CIS_ONLY
"ENSMUSG00000038764" -0.432643504522579 0.000744265015308234 -0.479067921975528 0.000716717975698585 0.742605796436595 CIS_ONLY
"ENSMUSG00000038797" -0.610524167820438 0.00240177067021266 -1.2643297753333 0.0064310599093492 0.624091265676233 CIS_ONLY
"ENSMUSG00000038807" 1.98121528206895 0.00239427134729676 2.03562850656567 1.11140251408603e-05 0.934212258418025 CIS_ONLY
"ENSMUSG00000038827" 0.735013828874474 1.01413699390955e-07 1.0148803684729 0.000127451476980699 0.834775105460474 CIS_ONLY
"ENSMUSG00000038844" -0.538320984258338 1.60886644831476e-09 -0.618904951425076 0.0118665590043161 0.845153185773515 CIS_ONLY
"ENSMUSG00000038886" 0.42780035233122 3.10597452257232e-05 0.539535694596221 3.14505071642163e-12 0.80065651741914 CIS_ONLY
"ENSMUSG00000038930" -0.921233333687218 1.31870850850165e-09 -1.24529921439727 0.0330675070081542 0.858593980371669 CIS_ONLY
"ENSMUSG00000039096" -0.427235384219897 0.00470890384451259 -0.851694502445862 2.1626061057098e-05 0.327647352996729 CIS_ONLY
"ENSMUSG00000039168" -0.369861916424774 1.71044618239562e-05 -0.304140194729545 2.04480071085279e-07 1 CIS_ONLY
"ENSMUSG00000039533" -2.39527837644931 7.85877183956023e-13 -2.01902285764489 4.87525283756779e-20 0.0811929672975955 CIS_ONLY
"ENSMUSG00000039648" -0.657359338930492 1.80706089647361e-07 -0.586480532045914 0.000376341189394451 1 CIS_ONLY
"ENSMUSG00000039670" -1.35625021451026 1.10627767453911e-19 -1.29088823961793 5.58199305136997e-14 1 CIS_ONLY
"ENSMUSG00000039671" 0.341665689812934 0.00576994898791126 0.425337799060509 0.0243872026341954 0.992679342555295 CIS_ONLY
"ENSMUSG00000039865" -1.06796323269852 7.77576312637843e-12 -1.0694219167268 0.00424256832366877 0.968924127922052 CIS_ONLY
"ENSMUSG00000039956" 0.632683683422785 4.92699772086417e-08 0.804555294954219 2.19670731672308e-12 0.752425376291515 CIS_ONLY
"ENSMUSG00000039982" -0.429701264544911 0.000136254390468631 -0.288547788148247 0.0458123541299736 0.919636519866859 CIS_ONLY
"ENSMUSG00000040018" -0.754152117215767 1.32215607008277e-07 -0.476988107363528 0.00624068364657309 0.605670687643853 CIS_ONLY
"ENSMUSG00000040044" 0.268687059364159 0.00488408539487535 0.408405862054997 0.036737563068073 0.959090347114253 CIS_ONLY
"ENSMUSG00000040234" -0.870289373681325 1.7234318970777e-08 -0.809070130970617 4.32880856963788e-05 0.985837122436151 CIS_ONLY
"ENSMUSG00000040253" -1.91679869252264 2.09884789768561e-30 -0.99887023043881 0.0242608377495292 0.110259006008037 CIS_ONLY
"ENSMUSG00000040272" -1.27569045959978 4.55734484542695e-13 -1.30005598814242 0.00937020125169626 0.982134204121935 CIS_ONLY
"ENSMUSG00000040430" 0.606253660714176 0.000250319901783116 0.695884280828569 0.000619645771976386 0.999664754332255 CIS_ONLY
"ENSMUSG00000040441" -1.72806296933964 9.57077800958363e-07 -2.12437377066329 0.0301694957177001 0.921043515167835 CIS_ONLY
"ENSMUSG00000040447" -1.23435619718972 1.29336809870942e-10 -1.29425790748626 2.8705910179255e-14 0.79847837025117 CIS_ONLY
"ENSMUSG00000040658" -2.22529454156084 5.78434651496463e-38 -2.21373947626633 1.48520910143131e-06 0.991382342349574 CIS_ONLY
"ENSMUSG00000040724" -1.30904806004869 9.89579527792962e-11 -1.10257079861686 0.00502126842210143 0.924086171575594 CIS_ONLY
"ENSMUSG00000040938" 1.17279060903834 3.60103214183773e-12 1.19807574864213 0.00908668303852548 0.995966421393778 CIS_ONLY
"ENSMUSG00000040998" -1.88181956431571 9.30247497116038e-05 -3.08083505278858 0.0087454161274154 0.639577971792993 CIS_ONLY
"ENSMUSG00000041119" -1.14330927232657 4.19870517895057e-09 -1.06635870628857 0.00170762130190491 1 CIS_ONLY
"ENSMUSG00000041268" 1.02381709491206 1.58485955788814e-15 1.47959601534817 6.6821951623329e-05 0.217577517035502 CIS_ONLY
"ENSMUSG00000041625" -0.487756665757847 8.60922757940047e-07 -0.539240927863078 0.000218473173001342 0.726184279074899 CIS_ONLY
"ENSMUSG00000041815" 0.205836498806462 0.0430268290111713 0.289866793616201 0.0399770613640026 1 CIS_ONLY
"ENSMUSG00000041935" 0.429733407220188 0.000197196814043824 0.253192485718545 0.0143109283351018 0.234600254826457 CIS_ONLY
"ENSMUSG00000041959" -0.503483687470761 0.00725136700143158 -0.660779881805094 2.71144796002572e-23 0.128798812828882 CIS_ONLY
"ENSMUSG00000042073" -0.76206363217916 9.34204671232337e-09 -1.26387706093173 0.00466082981098676 0.330582883784561 CIS_ONLY
"ENSMUSG00000042229" 0.573238918412657 5.40391860974184e-05 0.904404415425609 1.9412692630888e-08 0.638989514109369 CIS_ONLY
